DATE,EXPIRY,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL
2024-12-20,2024-12-26,23994.0,24097.95,23575.0,23625.65,23641.7,23625.65,7737600,25,184416302117.5,10499150.0,-236050.0,NIFTY
