DATE,EXPIRY,OPTION TYPE,STRIKE PRICE,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,YEAR,MONTH,SYMBOL_NAME
2023-11-30,2023-11-30,CE,40000.0,4785.4,4785.45,4240.95,4479.0,4488.75,44481.75,34680,15,1539234713.25,27105.0,-12885.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-29,2023-11-30,CE,40000.0,4080.0,4735.8,4080.0,4693.7,4706.65,4693.7,10875,15,484726329.75,39990.0,675.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-28,2023-11-30,CE,40000.0,3797.35,4040.0,3797.0,3976.9,3988.35,3976.9,2895,15,127057869.75,39315.0,-1770.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-24,2023-11-30,CE,40000.0,3655.5,3831.0,3600.0,3797.35,3791.95,3797.35,3555,15,155505050.25,41085.0,-2160.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-23,2023-11-30,CE,40000.0,3653.8,3725.0,3601.0,3682.5,3694.85,3682.5,4695,15,205064150.25,43245.0,-2835.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-22,2023-11-30,CE,40000.0,3763.5,3763.5,3392.15,3558.85,3599.45,3558.85,7290,15,317427562.5,46080.0,-735.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-21,2023-11-30,CE,40000.0,3861.0,3880.0,3697.95,3797.35,3796.75,3797.35,3690,15,161684184.75,46815.0,-975.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-20,2023-11-30,CE,40000.0,3580.0,3884.35,3573.15,3733.4,3715.9,3733.4,2055,15,89857390.5,47790.0,-375.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-17,2023-11-30,CE,40000.0,3996.5,4000.0,3649.8,3697.4,3649.8,3697.4,8880,15,389773842.75,48165.0,-780.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-16,2023-11-30,CE,40000.0,4290.0,4500.0,4234.4,4271.45,4279.75,4271.45,4785,15,212395370.25,48945.0,-1980.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-15,2023-11-30,CE,40000.0,4351.05,4420.05,4300.0,4380.2,4411.7,4380.2,13950,15,618719859.75,50925.0,4605.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-13,2023-11-30,CE,40000.0,3910.0,4059.3,3827.35,4010.75,3980.0,4010.75,3060,15,134551401.75,46320.0,420.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-12,2023-11-30,CE,40000.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,15,15,660600.0,45900.0,0.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-10,2023-11-30,CE,40000.0,3727.2,4000.0,3706.1,3940.8,4000.0,3940.8,1035,15,45300604.5,45900.0,-45.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-09,2023-11-30,CE,40000.0,3775.0,4050.0,3765.0,3905.6,3910.0,3905.6,675,15,29645154.75,45945.0,0.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-08,2023-11-30,CE,40000.0,4036.75,4036.75,3770.0,3831.5,3828.0,3831.5,3870,15,169653588.75,45945.0,-180.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-07,2023-11-30,CE,40000.0,3700.0,3962.6,3550.0,3938.3,3939.3,3938.3,10065,15,439928357.25,46125.0,-4545.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-06,2023-11-30,CE,40000.0,3700.0,3860.0,3620.0,3837.0,3860.0,3837.0,1995,15,87223617.0,50670.0,-15.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-03,2023-11-30,CE,40000.0,3512.0,3574.25,3480.0,3506.4,3505.95,3506.4,1455,15,63323946.0,50685.0,-195.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-02,2023-11-30,CE,40000.0,3342.0,3499.7,3074.6,3330.55,3330.0,3330.55,4560,15,197243586.75,50880.0,315.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-01,2023-11-30,CE,40000.0,3000.05,3047.1,2889.45,2963.8,2989.55,2963.8,4650,15,199777776.0,50565.0,-510.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-10-31,2023-11-30,CE,40000.0,3390.65,3400.0,3049.35,3096.2,3080.0,3096.2,2175,15,93978940.5,51075.0,0.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-30,2023-11-30,PE,40000.0,2.0,2.0,0.05,0.05,0.05,44481.75,4622520,15,184904245164.0,425310.0,-661485.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-29,2023-11-30,PE,40000.0,1.9,3.45,1.0,2.85,2.95,2.85,6538545,15,261557823453.75,1086795.0,288255.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-28,2023-11-30,PE,40000.0,2.0,3.25,1.2,2.0,1.9,2.0,6291645,15,251679546345.0,798540.0,167100.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
2023-11-24,2023-11-30,PE,40000.0,2.15,2.8,1.6,2.05,2.25,2.05,2501355,15,100059253578.0,631440.0,15600.0,BANKNIFTY,OPTIDX,2023,11,BANKNIFTY
