DATE,EXPIRY,OPTION TYPE,STRIKE PRICE,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,YEAR,MONTH,SYMBOL_NAME
2021-08-02,2021-08-26,CE,32000.0,2950.0,3001.0,2750.55,2871.1,2879.0,2871.1,2000,25,69867406.25,18225.0,-300.0,BANKNIFTY,OPTIDX,2021,8,BANKNIFTY
2021-08-02,2021-08-26,PE,32000.0,82.5,85.0,53.0,55.45,55.45,55.45,233675,25,7491961965.0,324575.0,26500.0,BANKNIFTY,OPTIDX,2021,8,BANKNIFTY
2021-08-02,2021-08-26,CE,35000.0,548.9,614.65,482.0,533.6,540.0,533.6,525650,25,18694371007.5,409400.0,20625.0,BANKNIFTY,OPTIDX,2021,8,BANKNIFTY
2021-08-02,2021-08-26,PE,35000.0,709.3,791.95,627.7,696.95,699.0,696.95,364925,25,13021710590.0,318900.0,13325.0,BANKNIFTY,OPTIDX,2021,8,BANKNIFTY
2021-08-02,2021-08-26,CE,38000.0,28.9,29.25,21.35,22.0,22.65,22.0,246925,25,9389268728.75,298500.0,27450.0,BANKNIFTY,OPTIDX,2021,8,BANKNIFTY
2021-08-02,2021-08-26,PE,38000.0,3100.05,3284.05,3025.0,3164.25,3164.25,3164.25,1700,25,69854500.0,11775.0,400.0,BANKNIFTY,OPTIDX,2021,8,BANKNIFTY
