DATE,EXPIRY,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,YEAR,OPTION TYPE,STRIKE PRICE
2022-01-27,2022-01-27,37000.0,38050.0,37000.0,37934.55,37984.55,37982.1,3979100,25,149089943981.25,371600.0,-588500.0,BANKNIFTY,FUTIDX,2022,,
2022-01-25,2022-01-27,36545.0,37808.9,36470.8,37720.5,37745.65,37720.5,4772950,25,177814695132.5,960100.0,-455725.0,BANKNIFTY,FUTIDX,2022,,
2022-01-24,2022-01-27,37599.85,39255.0,36410.05,36966.85,36870.9,36966.85,5043850,25,187190297382.5,1415825.0,-239100.0,BANKNIFTY,FUTIDX,2022,,
2022-01-21,2022-01-27,37700.15,37814.45,37276.0,37598.05,37740.85,37598.05,4805925,25,180275910200.0,1654925.0,-123275.0,BANKNIFTY,FUTIDX,2022,,
2022-01-20,2022-01-27,38222.25,38264.9,37688.0,37977.85,37998.0,37977.85,3930050,25,149281746836.25,1778200.0,-197225.0,BANKNIFTY,FUTIDX,2022,,
2022-01-19,2022-01-27,38178.45,38408.55,37850.0,38156.55,38176.35,38156.55,4221025,25,160819978741.25,1975425.0,-274450.0,BANKNIFTY,FUTIDX,2022,,
2022-01-18,2022-01-27,38425.0,38965.65,38149.0,38289.6,38267.95,38289.6,4819750,25,185825538863.75,2249875.0,70725.0,BANKNIFTY,FUTIDX,2022,,
2022-01-17,2022-01-27,38283.0,38714.9,38251.0,38368.2,38361.05,38368.2,2358500,25,90609596431.25,2179150.0,-21750.0,BANKNIFTY,FUTIDX,2022,,
2022-01-14,2022-01-27,38349.0,38566.3,38109.95,38491.1,38446.0,38491.1,3443725,25,131976775858.75,2200900.0,-1775.0,BANKNIFTY,FUTIDX,2022,,
2022-01-13,2022-01-27,38898.0,38898.0,38502.0,38591.45,38577.0,38591.45,2867475,25,110760812500.0,2202675.0,-210325.0,BANKNIFTY,FUTIDX,2022,,
