symbol,prev_close,open,high,low,close,settlement,net_change,open_interest,volume,trades,underlying_price,notional_value,premium_traded,underlying,expiry,strike,option_type,spread_bps,return,moneyness,days_to_expiry,implied_volatility,date,bid_ask_spread,relative_spread_bps,effective_spread,realized_spread
OPTSTKAMBER28-AUG-2025CE6800,566.6,475.0,475.0,475.0,475.0,441.2,125.4,85.0,100.0,1.0,7229.0,727500.0,47500.0,AMBER28,AUG,20256800.0,CE,0.0,-0.1616660783621603,0.0003568678172268078,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUBANK28-AUG-2025CE880,0.0,0.1,0.1,0.1,0.1,0.1,0.1,15.0,2000.0,2.0,745.25,1760200.0,200.0,AUBANK28,AUG,2025880.0,CE,0.0,inf,0.00036786482911129977,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUBANK28-AUG-2025CE860,0.0,0.05,0.05,0.05,0.05,0.0,0.0,72.0,9000.0,9.0,745.25,7740450.0,450.0,AUBANK28,AUG,2025860.0,CE,0.0,inf,0.00036786846080183233,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUBANK30-SEP-2025CE840,9.05,1.4,1.4,1.4,1.4,7.85,1.2,4.0,1000.0,1.0,745.25,841400.0,1400.0,AUBANK30,SEP,2025840.0,CE,0.0,-0.8453038674033149,0.0003678720925640722,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUBANK30-SEP-2025CE900,2.8,0.35,0.35,0.35,0.35,0.35,2.45,9.0,1000.0,1.0,745.25,900350.0,350.0,AUBANK30,SEP,2025900.0,CE,0.0,-0.875,0.0003678611974924725,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUBANK28-AUG-2025PE810,60.15,60.2,60.2,60.2,60.2,64.5,4.35,34.0,1000.0,1.0,745.25,870200.0,60200.0,AUBANK28,AUG,2025810.0,PE,0.0,0.0008312551953450418,0.00036787754034188795,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUBANK28-AUG-2025CE900,0.1,0.05,0.05,0.05,0.05,0.0,0.1,84.0,14000.0,14.0,745.25,12600700.0,700.0,AUBANK28,AUG,2025900.0,CE,0.0,-0.5,0.0003678611974924725,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUROPHARMA28-AUG-2025CE1280,0.0,0.1,0.1,0.1,0.1,0.0,0.0,24.0,2200.0,4.0,1045.6,2816220.0,220.0,AUROPHARMA28,AUG,20251280.0,CE,0.0,inf,5.1631304292864446e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUROPHARMA28-AUG-2025PE1280,212.0,231.0,231.0,231.0,231.0,234.0,22.0,3.0,550.0,1.0,1045.6,831050.0,127050.0,AUROPHARMA28,AUG,20251280.0,PE,0.0,0.08962264150943396,5.1631304292864446e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUROPHARMA28-OCT-2025CE1120,45.5,33.6,33.6,33.6,33.6,36.3,9.2,1.0,550.0,1.0,1045.6,634480.0,18480.0,AUROPHARMA28,OCT,20251120.0,CE,0.0,-0.2615384615384615,5.163171222134874e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUROPHARMA28-AUG-2025PE1320,251.95,269.0,269.0,269.0,269.0,274.0,22.05,12.0,1100.0,2.0,1045.6,1747900.0,295900.0,AUROPHARMA28,AUG,20251320.0,PE,0.0,0.06767215717404251,5.163120231175054e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKAUROPHARMA30-SEP-2025CE920,156.95,140.0,140.75,140.0,140.75,136.6,20.35,1.0,1100.0,2.0,1045.6,1166412.5,154412.5,AUROPHARMA30,SEP,2025920.0,CE,53.285968028419184,-0.1032175852182223,0.0005161111988627389,,,2025-08-27,0.75,53.285968028419184,0.375,0.30000000000000004
OPTSTKBHARTIARTL28-AUG-2025CE2240,0.1,0.05,0.05,0.05,0.05,0.0,0.1,9.0,2375.0,5.0,1904.7,5320118.75,118.75,BHARTIARTL28,AUG,20252240.0,CE,0.0,-0.5,9.404885583026865e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1680,0.0,0.05,0.05,0.05,0.05,0.0,0.0,393.0,475.0,1.0,1904.7,798023.75,23.75,BHARTIARTL28,AUG,20251680.0,PE,0.0,inf,9.405145647175938e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE2020,91.0,108.0,108.0,108.0,108.0,114.65,23.65,81.0,475.0,1.0,1904.7,1010800.0,51300.0,BHARTIARTL28,AUG,20252020.0,PE,0.0,0.18681318681318682,9.404987749370187e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1760,0.0,0.05,0.05,0.05,0.05,0.0,0.0,767.0,1425.0,3.0,1904.7,2508071.25,71.25,BHARTIARTL28,AUG,20251760.0,PE,0.0,inf,9.405108494274079e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1780,0.05,0.05,0.05,0.05,0.05,0.05,0.0,315.0,13300.0,28.0,1904.7,23674665.0,665.0,BHARTIARTL28,AUG,20251780.0,PE,0.0,0.0,9.405099206094477e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL30-SEP-2025CE1820,140.15,113.0,113.0,113.0,113.0,119.15,21.0,1.0,475.0,1.0,1904.7,918175.0,53675.0,BHARTIARTL30,SEP,20251820.0,CE,0.0,-0.19372101320014273,9.40508062979031e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL30-SEP-2025PE2100,171.7,175.0,175.0,175.0,175.0,193.35,21.65,1.0,475.0,1.0,1904.7,1080625.0,83125.0,BHARTIARTL30,SEP,20252100.0,PE,0.0,0.01921956901572517,9.404950597715792e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025CE2320,0.0,0.05,0.05,0.05,0.05,0.05,0.05,140.0,9500.0,20.0,1904.7,22040475.0,475.0,BHARTIARTL28,AUG,20252320.0,CE,0.0,inf,9.404848432179621e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL30-SEP-2025PE1740,6.2,2.8,2.8,2.8,2.8,8.35,2.15,111.0,475.0,1.0,1904.7,827830.0,1330.0,BHARTIARTL30,SEP,20251740.0,PE,0.0,-0.5483870967741936,9.405117782472025e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL30-SEP-2025CE2160,7.65,1.5,1.5,1.5,1.5,4.95,2.7,6.0,475.0,1.0,1904.7,1026712.5,712.5,BHARTIARTL30,SEP,20252160.0,CE,0.0,-0.803921568627451,9.404922734167614e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL30-SEP-2025PE2200,260.85,285.0,285.0,285.0,285.0,285.0,24.15,12.0,475.0,1.0,1904.7,1180375.0,135375.0,BHARTIARTL30,SEP,20252200.0,PE,0.0,0.09258194364577334,9.404904158560552e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1640,0.0,0.05,0.05,0.05,0.05,0.05,0.05,47.0,475.0,1.0,1904.7,779023.75,23.75,BHARTIARTL28,AUG,20251640.0,PE,0.0,inf,9.405164223736942e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1720,0.0,0.05,0.05,0.05,0.05,0.05,0.05,758.0,1900.0,4.0,1904.7,3268095.0,95.0,BHARTIARTL28,AUG,20251720.0,PE,0.0,inf,9.405127070688318e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1600,0.15,0.05,0.05,0.05,0.05,0.0,0.15,96.0,3325.0,7.0,1904.7,5320166.25,166.25,BHARTIARTL28,AUG,20251600.0,PE,0.0,-0.6666666666666666,9.40518280037133e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBHARTIARTL28-AUG-2025PE1740,0.05,0.05,0.05,0.05,0.05,0.0,0.05,334.0,4750.0,10.0,1904.7,8265237.5,237.5,BHARTIARTL28,AUG,20251740.0,PE,0.0,0.0,9.405117782472025e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO28-AUG-2025PE1660,0.05,0.5,0.5,0.5,0.5,0.0,0.05,33.0,650.0,2.0,1865.0,1079325.0,325.0,BLUESTARCO28,AUG,20251660.0,PE,0.0,9.0,9.209121622622541e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO30-SEP-2025PE1680,23.2,12.3,12.3,12.3,12.3,12.3,10.9,2.0,650.0,2.0,1865.0,1099995.0,7995.0,BLUESTARCO30,SEP,20251680.0,PE,0.0,-0.4698275862068965,9.209112527948299e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO28-AUG-2025PE1500,0.0,0.25,0.25,0.25,0.25,0.25,0.25,7.0,325.0,1.0,1865.0,487581.25,81.25,BLUESTARCO28,AUG,20251500.0,PE,0.0,inf,9.209194380663161e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO28-AUG-2025CE1480,425.15,399.3,399.3,399.3,399.3,385.5,39.65,2.0,1300.0,4.0,1865.0,2443090.0,519090.0,BLUESTARCO28,AUG,20251480.0,CE,0.0,-0.060802069857697205,9.209203475499074e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO30-SEP-2025PE1780,48.5,35.2,35.2,35.2,35.2,59.1,10.6,1.0,325.0,1.0,1865.0,589940.0,11440.0,BLUESTARCO30,SEP,20251780.0,PE,0.0,-0.27422680412371125,9.209067054846537e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO30-SEP-2025PE1820,62.55,49.15,49.25,49.15,49.25,75.35,12.8,2.0,650.0,2.0,1865.0,1214980.0,31980.0,BLUESTARCO30,SEP,20251820.0,PE,20.30456852791907,-0.21262989608313346,9.209048865731574e-05,,,2025-08-27,0.10000000000000142,20.30456852791907,0.05000000000000071,0.04000000000000057
OPTSTKBLUESTARCO30-SEP-2025CE2120,19.95,13.95,13.95,13.95,13.95,27.95,8.0,4.0,325.0,1.0,1865.0,693533.75,4533.75,BLUESTARCO30,SEP,20252120.0,CE,0.0,-0.3007518796992481,9.208912449659591e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO28-AUG-2025PE1620,0.0,0.2,0.2,0.2,0.2,0.0,0.0,33.0,325.0,1.0,1865.0,526565.0,65.0,BLUESTARCO28,AUG,20251620.0,PE,0.0,inf,9.209139812024914e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKBLUESTARCO30-SEP-2025CE1840,145.9,117.75,117.75,117.75,117.75,120.15,25.75,2.0,325.0,1.0,1865.0,636268.75,38268.75,BLUESTARCO30,SEP,20251840.0,CE,0.0,-0.19294037011651818,9.209039771201036e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE28-AUG-2025CE1500,264.75,255.0,255.0,255.0,255.0,239.8,24.95,59.0,750.0,2.0,1739.3,1316250.0,191250.0,COFORGE28,AUG,20251500.0,CE,0.0,-0.036827195467422094,8.588499617312297e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE28-AUG-2025PE1320,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,1875.0,5.0,1739.3,2475093.75,93.75,COFORGE28,AUG,20251320.0,PE,0.0,inf,8.588575954555061e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE30-SEP-2025CE1500,285.25,268.0,268.0,268.0,268.0,262.3,22.95,2.0,750.0,2.0,1739.3,1326000.0,201000.0,COFORGE30,SEP,20251500.0,CE,0.0,-0.060473269062226116,8.588499617312297e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE30-SEP-2025CE1560,235.1,204.45,204.45,204.45,204.45,213.45,21.65,1.0,375.0,1.0,1739.3,661668.75,76668.75,COFORGE30,SEP,20251560.0,CE,0.0,-0.1303700552956189,8.588474171866266e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE28-AUG-2025CE1560,204.8,185.4,185.4,185.4,185.4,179.85,24.95,51.0,375.0,1.0,1739.3,654525.0,69525.0,COFORGE28,AUG,20251560.0,CE,0.0,-0.09472656250000003,8.588474171866266e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE28-AUG-2025CE1580,190.1,165.0,165.0,165.0,165.0,165.0,25.1,132.0,375.0,1.0,1739.3,654375.0,61875.0,COFORGE28,AUG,20251580.0,CE,0.0,-0.13203577064702784,8.588465690084427e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKCOFORGE28-AUG-2025PE2100,335.0,347.0,347.0,345.75,345.75,360.05,25.05,1.0,750.0,2.0,1739.3,1834781.25,259781.25,COFORGE28,AUG,20252100.0,PE,36.15328994938539,0.03208955223880597,8.588245169636728e-05,,,2025-08-27,1.25,36.15328994938539,0.625,0.5
OPTSTKCOFORGE28-AUG-2025CE2100,0.0,0.1,0.1,0.1,0.1,0.1,0.1,90.0,2625.0,7.0,1739.3,5512762.5,262.5,COFORGE28,AUG,20252100.0,CE,0.0,inf,8.588245169636728e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025CE2640,16.25,10.0,10.0,10.0,10.0,16.95,0.7,2.0,325.0,1.0,2358.2,861250.0,3250.0,DALBHARAT30,SEP,20252640.0,CE,0.0,-0.38461538461538464,0.00011643914077374603,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025CE2320,114.25,106.4,106.4,106.4,106.4,119.2,4.95,2.0,650.0,2.0,2358.2,1577160.0,69160.0,DALBHARAT30,SEP,20252320.0,CE,0.0,-0.06870897155361046,0.00011644098058889055,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025CE2480,47.8,32.0,32.0,32.0,32.0,32.0,15.8,2.0,650.0,2.0,2358.2,1632800.0,20800.0,DALBHARAT30,SEP,20252480.0,CE,0.0,-0.3305439330543933,0.00011644006067405077,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT28-AUG-2025PE2220,0.5,0.05,0.05,0.05,0.05,0.1,0.4,29.0,325.0,1.0,2358.2,721516.25,16.25,DALBHARAT28,AUG,20252220.0,PE,0.0,-0.9,0.00011644155554304663,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT28-AUG-2025PE2080,0.0,0.45,0.45,0.45,0.45,0.0,0.0,11.0,650.0,2.0,2358.2,1352292.5,292.5,DALBHARAT28,AUG,20252080.0,PE,0.0,inf,0.00011644236048840415,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT28-AUG-2025PE2040,0.0,0.3,0.3,0.3,0.3,0.0,0.0,8.0,325.0,1.0,2358.2,663097.5,97.5,DALBHARAT28,AUG,20252040.0,PE,0.0,inf,0.00011644259047483611,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025PE2280,56.7,38.0,38.0,38.0,38.0,51.75,4.95,1.0,325.0,1.0,2358.2,753350.0,12350.0,DALBHARAT30,SEP,20252280.0,PE,0.0,-0.3298059964726632,0.00011644121056987163,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025CE2420,67.95,56.0,56.0,56.0,56.0,71.05,3.1,1.0,325.0,1.0,2358.2,804700.0,18200.0,DALBHARAT30,SEP,20252420.0,CE,0.0,-0.17586460632818252,0.00011644040564041235,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT28-AUG-2025PE2140,0.05,0.1,0.1,0.1,0.1,0.0,0.05,22.0,1950.0,6.0,2358.2,4173195.0,195.0,DALBHARAT28,AUG,20252140.0,PE,0.0,1.0,0.00011644201551045962,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025CE2000,363.45,374.05,374.05,374.05,374.05,373.35,9.9,14.0,1950.0,6.0,2358.2,4629397.5,729397.5,DALBHARAT30,SEP,20252000.0,CE,0.0,0.029164947035355684,0.00011644282046217657,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025PE2380,103.0,73.15,73.45,73.15,73.45,96.2,6.8,2.0,650.0,2.0,2358.2,1594645.0,47645.0,DALBHARAT30,SEP,20252380.0,PE,40.844111640571434,-0.2868932038834951,0.00011644063561912228,,,2025-08-27,0.29999999999999716,40.844111640571434,0.14999999999999858,0.11999999999999887
OPTSTKDALBHARAT30-SEP-2025CE2700,6.45,6.05,6.05,6.05,6.05,6.05,0.4,25.0,1300.0,4.0,2358.2,3517865.0,7865.0,DALBHARAT30,SEP,20252700.0,CE,0.0,-0.06201550387596905,0.000116438795814879,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT28-AUG-2025CE2080,268.25,293.0,293.0,293.0,293.0,278.9,10.65,3.0,325.0,1.0,2358.2,771225.0,95225.0,DALBHARAT28,AUG,20252080.0,CE,0.0,0.09226467847157502,0.00011644236048840415,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025PE2420,126.25,102.7,102.7,102.65,102.65,118.75,7.5,2.0,650.0,2.0,2358.2,1639738.75,66738.75,DALBHARAT30,SEP,20252420.0,PE,4.870920603993878,-0.18693069306930687,0.00011644040564041235,,,2025-08-27,0.04999999999999716,4.870920603993878,0.02499999999999858,0.019999999999998866
OPTSTKDALBHARAT30-SEP-2025CE2260,150.15,140.0,140.0,140.0,140.0,156.3,6.15,1.0,325.0,1.0,2358.2,780000.0,45500.0,DALBHARAT30,SEP,20252260.0,CE,0.0,-0.06759906759906763,0.00011644132556070285,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKDALBHARAT30-SEP-2025CE2100,272.7,287.0,287.0,287.0,287.0,281.55,8.85,1.0,325.0,1.0,2358.2,775775.0,93275.0,DALBHARAT30,SEP,20252100.0,CE,0.0,0.05243857719105248,0.00011644224549552885,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHAL28-AUG-2025PE5600,1139.65,1200.0,1203.0,1200.0,1202.25,1214.6,74.95,16.0,1500.0,10.0,4383.6,10202850.0,1802850.0,HAL28,AUG,20255600.0,PE,24.95321272613849,0.05492914491291177,0.00021641422618930075,,,2025-08-27,3.0,24.95321272613849,1.5,1.2000000000000002
OPTSTKHAL30-SEP-2025CE3900,622.75,518.0,518.0,518.0,518.0,556.9,65.85,2.0,300.0,2.0,4383.6,1325400.0,155400.0,HAL30,SEP,20253900.0,CE,0.0,-0.16820553994379767,0.00021643239079880913,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK28-AUG-2025CE1110,,0.1,0.1,0.1,0.1,0.0,,84.0,1100.0,1.0,973.4,1221110.0,110.0,HDFCBANK28,AUG,20251110.0,CE,0.0,,4.8066501046115497e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK28-AUG-2025CE1160,,0.05,0.05,0.05,0.05,0.0,,59.0,6600.0,6.0,973.4,7656330.0,330.0,HDFCBANK28,AUG,20251160.0,CE,0.0,,4.806638237019509e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK28-AUG-2025CE1120,,0.05,0.05,0.05,0.05,0.0,,354.0,35200.0,32.0,973.4,39425760.0,1760.0,HDFCBANK28,AUG,20251120.0,CE,0.0,,4.806647731088453e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK28-AUG-2025PE1070,,100.0,100.0,100.0,100.0,96.25,,35.0,1100.0,1.0,973.4,1287000.0,110000.0,HDFCBANK28,AUG,20251070.0,PE,0.0,,4.806659598727376e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK30-SEP-2025CE840,,135.0,135.0,135.0,135.0,138.6,,14.0,3300.0,3.0,973.4,3217500.0,445500.0,HDFCBANK30,SEP,2025840.0,CE,0.0,,0.0004804920428069344,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK28-AUG-2025PE880,,0.05,0.05,0.05,0.05,0.05,,165.0,14300.0,13.0,973.4,12584715.0,715.0,HDFCBANK28,AUG,2025880.0,PE,0.0,,0.0004804825557288684,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHDFCBANK28-OCT-2025PE1000,,39.0,39.0,39.0,39.0,45.15,,3.0,1100.0,1.0,973.4,1142900.0,42900.0,HDFCBANK28,OCT,20251000.0,PE,0.0,,4.80667621352032e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL28-AUG-2025CE82.5,0.05,0.05,0.05,0.05,0.05,0.0,0.05,253.0,6450.0,1.0,71.82,532447.5,322.5,HFCL28,AUG,202582.5,CE,0.0,0.0,0.0003545222316833882,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL28-AUG-2025PE100,25.75,27.5,27.5,27.4,27.4,28.15,2.4,27.0,25800.0,4.0,71.82,3288210.0,708210.0,HFCL28,AUG,2025100.0,PE,36.49635036496402,0.06407766990291257,3.5464915312824054e-05,,,2025-08-27,0.10000000000000142,36.49635036496402,0.05000000000000071,0.04000000000000057
OPTSTKHFCL28-AUG-2025CE100,0.0,0.05,0.05,0.05,0.05,0.0,0.0,138.0,6450.0,1.0,71.82,645322.5,322.5,HFCL28,AUG,2025100.0,CE,0.0,inf,3.5464915312824054e-05,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL28-AUG-2025PE62.5,0.0,0.05,0.05,0.05,0.05,0.0,0.0,51.0,6450.0,1.0,71.82,403447.5,322.5,HFCL28,AUG,202562.5,PE,0.0,inf,0.00035455723542116626,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL28-AUG-2025CE85,0.05,0.05,0.05,0.05,0.05,0.05,0.0,434.0,283800.0,44.0,71.82,24137190.0,14190.0,HFCL28,AUG,202585.0,CE,0.0,0.0,0.000354517856702125,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL30-SEP-2025PE82.5,10.25,10.25,10.25,10.25,10.25,11.9,1.65,2.0,12900.0,2.0,71.82,1196475.0,132225.0,HFCL30,SEP,202582.5,PE,0.0,0.0,0.0003545222316833882,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL28-AUG-2025PE65,0.05,0.05,0.05,0.05,0.05,0.05,0.0,188.0,77400.0,12.0,71.82,5034870.0,3870.0,HFCL28,AUG,202565.0,PE,0.0,0.0,0.00035455285957593853,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHFCL28-AUG-2025CE90,0.05,0.05,0.05,0.05,0.05,0.05,0.0,755.0,70950.0,11.0,71.82,6389047.5,3547.5,HFCL28,AUG,202590.0,CE,0.0,0.0,0.0003545091070635273,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025PE190,0.05,0.05,0.05,0.05,0.05,0.05,0.0,127.0,11100.0,4.0,207.89,2109555.0,555.0,HUDCO28,AUG,2025190.0,PE,0.0,0.0,0.00010265209684029646,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025PE270,56.8,60.3,60.3,60.2,60.2,62.05,5.25,18.0,11100.0,4.0,207.89,3665497.5,668497.5,HUDCO28,AUG,2025270.0,PE,16.611295681062177,0.059859154929577565,0.00010264804198946313,,,2025-08-27,0.09999999999999432,16.611295681062177,0.04999999999999716,0.03999999999999773
OPTSTKHUDCO28-AUG-2025CE260,0.0,0.05,0.05,0.05,0.05,0.0,0.0,59.0,5550.0,2.0,207.89,1443277.5,277.5,HUDCO28,AUG,2025260.0,CE,0.0,inf,0.00010264854882829859,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025PE195,0.05,0.05,0.05,0.05,0.05,0.05,0.0,92.0,66600.0,24.0,207.89,12990330.0,3330.0,HUDCO28,AUG,2025195.0,PE,0.0,0.0,0.00010265184340273405,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025CE235,0.15,0.05,0.05,0.05,0.05,0.05,0.1,96.0,13875.0,5.0,207.89,3261318.75,693.75,HUDCO28,AUG,2025235.0,CE,0.0,-0.6666666666666666,0.00010264981594728512,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025PE260,46.8,52.1,52.1,52.1,52.1,52.05,5.25,11.0,5550.0,2.0,207.89,1732155.0,289155.0,HUDCO28,AUG,2025260.0,PE,0.0,0.11324786324786335,0.00010264854882829859,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025CE250,0.0,0.05,0.05,0.05,0.05,0.0,0.0,147.0,2775.0,1.0,207.89,693888.75,138.75,HUDCO28,AUG,2025250.0,CE,0.0,inf,0.00010264905567213923,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025CE240,0.05,0.05,0.05,0.05,0.05,0.0,0.05,248.0,38850.0,14.0,207.89,9325942.5,1942.5,HUDCO28,AUG,2025240.0,CE,0.0,0.0,0.00010264956252098515,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO30-SEP-2025CE180,37.1,30.0,30.0,30.0,30.0,32.5,4.6,1.0,2775.0,1.0,207.89,582750.0,83250.0,HUDCO30,SEP,2025180.0,CE,0.0,-0.1913746630727763,0.00010265260371917557,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKHUDCO28-AUG-2025PE245,31.8,37.05,37.05,37.0,37.05,37.05,5.25,18.0,13875.0,5.0,207.89,3913166.25,513791.25,HUDCO28,AUG,2025245.0,PE,13.495276653170624,0.1650943396226414,0.00010264930909593654,,,2025-08-27,0.04999999999999716,13.495276653170624,0.02499999999999858,0.019999999999998866
OPTSTKJSL28-AUG-2025PE630,0.0,0.05,0.05,0.05,0.05,0.0,0.0,12.0,850.0,1.0,795.25,535542.5,42.5,JSL28,AUG,2025630.0,PE,0.0,inf,0.00039259390905545434,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKJSL28-AUG-2025PE650,0.0,0.05,0.05,0.05,0.05,0.05,0.05,28.0,3400.0,4.0,795.25,2210170.0,170.0,JSL28,AUG,2025650.0,PE,0.0,inf,0.0003925900328289685,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKJSL28-AUG-2025CE660,136.8,142.0,142.0,142.0,142.0,142.0,5.2,28.0,850.0,1.0,795.25,681700.0,120700.0,JSL28,AUG,2025660.0,CE,0.0,0.03801169590643266,0.00039258809474442897,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKJSL28-AUG-2025PE640,0.15,0.05,0.05,0.05,0.05,0.0,0.15,72.0,7650.0,9.0,795.25,4896382.5,382.5,JSL28,AUG,2025640.0,PE,0.0,-0.6666666666666666,0.0003925919709326435,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKJSL28-AUG-2025PE620,0.0,0.05,0.05,0.05,0.05,0.0,0.0,32.0,3400.0,4.0,795.25,2108170.0,170.0,JSL28,AUG,2025620.0,PE,0.0,inf,0.0003925958471974013,,,2025-08-27,0.0,0.0,0.0,0.0
OPTSTKJSL28-AUG-2025CE650,146.8,151.0,151.0,151.0,151.0,151.0,4.2,11.0,850.0,1.0,795.25,680850.0,128350.0,JSL28,AUG,2025650.0,CE,0.0,0.028610354223433162,0.0003925900328289685,,,2025-08-27,0.0,0.0,0.0,0.0
