DATE,EXPIRY,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,OPTION TYPE,STRIKE PRICE
2024-11-14,2024-11-28,23649.0,23756.9,23561.5,23601.7,23621.4,23601.7,5672800,25,134089374015.0,12259750.0,248550.0,NIFTY,FUTIDX,,
2024-11-13,2024-11-28,23889.0,23945.0,23605.0,23658.55,23696.6,23658.55,6660975,25,158260245956.25,12011200.0,326200.0,NIFTY,FUTIDX,,
2024-11-12,2024-11-28,24266.85,24315.0,23921.5,23959.6,23931.1,23959.6,5251200,25,126607648843.75,11685000.0,423050.0,NIFTY,FUTIDX,,
2024-11-11,2024-11-28,24150.0,24434.0,24092.6,24226.3,24226.95,24226.3,5941275,25,144174079296.25,11263375.0,-39650.0,NIFTY,FUTIDX,,
2024-11-08,2024-11-28,24334.0,24415.0,24155.45,24219.85,24196.4,24219.85,4930625,25,119573601445.0,11303025.0,-139300.0,NIFTY,FUTIDX,,
2024-11-07,2024-11-28,24549.0,24567.45,24280.2,24300.5,24281.0,24300.5,6011300,25,146487154971.25,11442325.0,336650.0,NIFTY,FUTIDX,,
2024-11-06,2024-11-28,24367.0,24665.0,24265.55,24587.1,24592.0,24587.1,7669325,25,187932270528.75,11105675.0,-67250.0,NIFTY,FUTIDX,,
2024-11-05,2024-11-28,24074.5,24320.0,23980.25,24295.45,24293.65,24295.45,6265400,25,151315783892.5,11172925.0,23500.0,NIFTY,FUTIDX,,
2024-11-04,2024-11-28,24379.8,24379.8,23900.2,24114.65,24100.0,24114.65,7947975,25,191366802696.25,11149425.0,543600.0,NIFTY,FUTIDX,,
2024-11-01,2024-11-28,24419.95,24419.95,24326.25,24383.65,24383.05,24383.65,1185275,25,28902449052.5,10605825.0,39800.0,NIFTY,FUTIDX,,
2024-10-31,2024-11-28,24472.75,24479.95,24322.0,24388.3,24405.95,24388.3,6354500,25,154907522985.0,10566025.0,2748550.0,NIFTY,FUTIDX,,
2024-10-30,2024-11-28,24595.0,24660.0,24458.75,24506.5,24508.0,24506.5,4585350,25,112567685993.75,7817475.0,2173850.0,NIFTY,FUTIDX,,
2024-10-29,2024-11-28,24502.05,24634.35,24301.65,24612.3,24615.5,24612.3,4185300,25,102396599972.5,5643625.0,1949175.0,NIFTY,FUTIDX,,
2024-11-28,2024-11-28,2309.35,2348.5,1854.0,1902.7,1914.0,23914.15,20575,25,494535346.25,19975.0,-9475.0,NIFTY,OPTIDX,CE,22000.0
2024-11-27,2024-11-28,2200.65,2353.1,2181.95,2305.2,2315.35,2305.2,9475,25,229753227.5,29450.0,-2675.0,NIFTY,OPTIDX,CE,22000.0
2024-11-26,2024-11-28,2281.2,2281.2,2160.0,2203.75,2200.65,2203.75,4950,25,119875192.5,32125.0,50.0,NIFTY,OPTIDX,CE,22000.0
2024-11-25,2024-11-28,2150.0,2350.6,2150.0,2283.5,2290.5,2283.5,16525,25,401248255.0,32075.0,-6925.0,NIFTY,OPTIDX,CE,22000.0
2024-11-22,2024-11-28,1400.15,1928.8,1400.15,1892.25,1895.65,1892.25,26675,25,631364828.75,39000.0,-3250.0,NIFTY,OPTIDX,CE,22000.0
2024-11-21,2024-11-28,1400.05,1405.0,1285.6,1351.1,1357.65,1351.1,55400,25,1293721210.0,42250.0,19400.0,NIFTY,OPTIDX,CE,22000.0
2024-11-19,2024-11-28,1650.0,1839.0,1491.1,1527.85,1497.75,1527.85,14125,25,334757700.0,22850.0,3750.0,NIFTY,OPTIDX,CE,22000.0
2024-11-18,2024-11-28,1611.05,1616.35,1414.6,1509.3,1510.0,1509.3,16800,25,394757358.75,19100.0,9750.0,NIFTY,OPTIDX,CE,22000.0
2024-11-14,2024-11-28,1750.0,1750.0,1574.0,1605.0,1608.75,1605.0,10600,25,250534547.5,9350.0,9350.0,NIFTY,OPTIDX,CE,22000.0
2024-11-28,2024-11-28,0.4,0.4,0.05,0.1,0.05,23914.15,15854125,25,348793776853.75,2133300.0,-1130050.0,NIFTY,OPTIDX,PE,22000.0
2024-11-27,2024-11-28,1.1,1.15,0.45,0.65,0.6,0.65,6941375,25,152715152382.5,3263350.0,-685350.0,NIFTY,OPTIDX,PE,22000.0
2024-11-26,2024-11-28,1.5,1.9,0.85,1.05,0.9,1.05,9872825,25,217214538386.25,3948700.0,-839200.0,NIFTY,OPTIDX,PE,22000.0
2024-11-25,2024-11-28,1.9,3.05,1.45,2.1,2.2,2.1,24772450,25,545040422121.25,4787900.0,-961325.0,NIFTY,OPTIDX,PE,22000.0
2024-11-22,2024-11-28,5.95,6.7,3.35,4.1,3.55,4.1,27453925,25,604109086260.0,5749225.0,1603450.0,NIFTY,OPTIDX,PE,22000.0
2024-11-21,2024-11-28,7.55,10.65,4.6,6.6,7.3,6.6,12391675,25,272705075571.25,4145775.0,2290400.0,NIFTY,OPTIDX,PE,22000.0
2024-11-19,2024-11-28,4.2,9.25,2.3,6.15,7.5,6.15,5470925,25,120384399433.75,1855375.0,525200.0,NIFTY,OPTIDX,PE,22000.0
2024-11-18,2024-11-28,6.4,9.1,4.2,4.75,4.55,4.75,2647950,25,58270821267.5,1330175.0,320250.0,NIFTY,OPTIDX,PE,22000.0
2024-11-14,2024-11-28,20.95,20.95,5.6,6.4,5.75,6.4,1933825,25,42557529906.25,1009925.0,1009925.0,NIFTY,OPTIDX,PE,22000.0
2024-11-28,2024-11-28,1314.7,1350.0,845.6,905.5,916.2,23914.15,492775,25,11875799965.0,295275.0,-129625.0,NIFTY,OPTIDX,CE,23000.0
2024-11-27,2024-11-28,1190.0,1384.0,1158.85,1304.6,1314.65,1304.6,288850,25,7015096710.0,424900.0,-109975.0,NIFTY,OPTIDX,CE,23000.0
2024-11-26,2024-11-28,1325.0,1337.4,1140.0,1219.95,1211.1,1219.95,221625,25,5367403993.75,534875.0,-126750.0,NIFTY,OPTIDX,CE,23000.0
2024-11-25,2024-11-28,1250.0,1369.6,1128.65,1259.95,1301.0,1259.95,544175,25,13212358963.75,661625.0,-315500.0,NIFTY,OPTIDX,CE,23000.0
2024-11-22,2024-11-28,400.1,985.85,400.1,911.65,918.25,911.65,1898975,25,44944792283.75,977125.0,-102700.0,NIFTY,OPTIDX,CE,23000.0
2024-11-21,2024-11-28,550.05,550.05,383.0,425.2,431.0,425.2,1417925,25,33223540887.5,1079825.0,152150.0,NIFTY,OPTIDX,CE,23000.0
2024-11-19,2024-11-28,610.0,862.0,557.7,591.3,574.95,591.3,642125,25,15239697151.25,927675.0,-33725.0,NIFTY,OPTIDX,CE,23000.0
2024-11-18,2024-11-28,683.85,692.3,488.0,572.4,573.95,572.4,955100,25,22506620076.25,961400.0,25175.0,NIFTY,OPTIDX,CE,23000.0
2024-11-14,2024-11-28,698.55,801.35,631.1,657.1,679.5,657.1,541000,25,12815012647.5,936225.0,54550.0,NIFTY,OPTIDX,CE,23000.0
2024-11-13,2024-11-28,970.25,973.7,678.3,715.75,761.2,715.75,594775,25,14147755581.25,881675.0,117375.0,NIFTY,OPTIDX,CE,23000.0
2024-11-12,2024-11-28,1300.05,1325.0,954.6,992.2,954.6,992.2,84825,25,2042507508.75,764300.0,-4650.0,NIFTY,OPTIDX,CE,23000.0
2024-11-11,2024-11-28,1145.0,1442.4,1133.7,1238.75,1240.0,1238.75,105425,25,2557761160.0,770475.0,-17350.0,NIFTY,OPTIDX,CE,23000.0
2024-11-08,2024-11-28,1316.0,1400.0,1200.85,1249.35,1230.8,1249.35,60150,25,1460024951.25,787825.0,-8375.0,NIFTY,OPTIDX,CE,23000.0
2024-11-07,2024-11-28,1564.2,1569.95,1309.35,1329.0,1310.0,1329.0,83525,25,2035869873.75,796200.0,-25775.0,NIFTY,OPTIDX,CE,23000.0
2024-11-06,2024-11-28,1381.75,1684.25,1352.1,1605.4,1614.8,1605.4,73750,25,1809144772.5,821975.0,-2225.0,NIFTY,OPTIDX,CE,23000.0
2024-11-05,2024-11-28,1182.05,1372.0,1085.85,1354.6,1351.7,1354.6,146325,25,3543714032.5,824200.0,-2675.0,NIFTY,OPTIDX,CE,23000.0
2024-11-04,2024-11-28,1400.05,1402.0,1030.0,1194.45,1180.0,1194.45,379275,25,9155053416.25,826875.0,121250.0,NIFTY,OPTIDX,CE,23000.0
2024-11-01,2024-11-28,1437.4,1456.15,1415.1,1435.7,1431.35,1435.7,15225,25,372077693.75,705625.0,9475.0,NIFTY,OPTIDX,CE,23000.0
2024-10-31,2024-11-28,1481.6,1516.4,1390.0,1436.5,1464.85,1436.5,360125,25,8800323036.25,696150.0,221300.0,NIFTY,OPTIDX,CE,23000.0
2024-10-30,2024-11-28,1590.05,1693.35,1510.0,1553.65,1549.35,1553.65,152275,25,3745033498.75,474850.0,101550.0,NIFTY,OPTIDX,CE,23000.0
2024-10-29,2024-11-28,1503.05,1659.4,1372.35,1639.75,1648.65,1639.75,117375,25,2877982543.75,373300.0,56025.0,NIFTY,OPTIDX,CE,23000.0
2024-11-28,2024-11-28,0.45,0.5,0.05,0.1,0.05,23914.15,52857325,25,1215735124576.25,5104425.0,-3773750.0,NIFTY,OPTIDX,PE,23000.0
2024-11-27,2024-11-28,2.0,2.1,0.7,0.95,0.95,0.95,41366550,25,951485788001.25,8878175.0,-233850.0,NIFTY,OPTIDX,PE,23000.0
2024-11-26,2024-11-28,4.5,4.9,2.15,2.5,2.3,2.5,32705325,25,752336168366.25,9112025.0,651125.0,NIFTY,OPTIDX,PE,23000.0
2024-11-25,2024-11-28,6.1,13.05,4.85,5.85,6.0,5.85,47120350,25,1084088791477.5,8460900.0,1362025.0,NIFTY,OPTIDX,PE,23000.0
2024-11-22,2024-11-28,64.55,73.0,20.8,26.1,21.2,26.1,52677625,25,1213705113512.5,7098875.0,1587650.0,NIFTY,OPTIDX,PE,23000.0
2024-11-21,2024-11-28,73.7,108.85,60.5,79.95,81.5,79.95,20797700,25,480068808746.25,5511225.0,522200.0,NIFTY,OPTIDX,PE,23000.0
2024-11-19,2024-11-28,50.4,80.0,19.2,65.2,79.9,65.2,14668475,25,337957120547.5,4989025.0,77725.0,NIFTY,OPTIDX,PE,23000.0
2024-11-18,2024-11-28,50.0,101.95,49.7,62.25,61.1,62.25,9747150,25,224894134361.25,4911300.0,398500.0,NIFTY,OPTIDX,PE,23000.0
2024-11-14,2024-11-28,66.5,74.55,50.75,61.45,57.05,61.45,5754700,25,132717701855.0,4512800.0,-77175.0,NIFTY,OPTIDX,PE,23000.0
2024-11-13,2024-11-28,44.0,76.0,36.0,67.3,61.05,67.3,5679250,25,130949251043.75,4589975.0,139725.0,NIFTY,OPTIDX,PE,23000.0
2024-11-12,2024-11-28,22.0,40.6,16.75,36.4,39.75,36.4,3278550,25,75501146292.5,4450250.0,106000.0,NIFTY,OPTIDX,PE,23000.0
2024-11-11,2024-11-28,39.0,44.8,19.0,22.25,22.2,22.25,3516575,25,80966233438.75,4344250.0,-56700.0,NIFTY,OPTIDX,PE,23000.0
2024-11-08,2024-11-28,40.5,50.8,31.1,33.7,35.5,33.7,2642125,25,60865805276.25,4400950.0,70050.0,NIFTY,OPTIDX,PE,23000.0
2024-11-07,2024-11-28,29.6,45.55,28.5,38.75,40.4,38.75,3145550,25,72462896040.0,4330900.0,304350.0,NIFTY,OPTIDX,PE,23000.0
2024-11-06,2024-11-28,48.0,54.95,27.6,29.55,28.9,29.55,3832375,25,88282138402.5,4026550.0,11050.0,NIFTY,OPTIDX,PE,23000.0
2024-11-05,2024-11-28,100.0,115.25,60.7,63.05,62.1,63.05,3879500,25,89568905887.5,4015500.0,365800.0,NIFTY,OPTIDX,PE,23000.0
2024-11-04,2024-11-28,69.95,145.35,68.8,92.85,94.45,92.85,4618275,25,106732645452.5,3649700.0,822625.0,NIFTY,OPTIDX,PE,23000.0
2024-11-01,2024-11-28,68.0,73.0,65.05,70.4,71.0,70.4,471850,25,10885281805.0,2827075.0,76675.0,NIFTY,OPTIDX,PE,23000.0
2024-10-31,2024-11-28,67.85,84.75,65.0,67.85,68.55,67.85,1971250,25,45486439775.0,2750400.0,402125.0,NIFTY,OPTIDX,PE,23000.0
2024-10-30,2024-11-28,53.15,71.0,53.15,68.7,67.85,68.7,1395125,25,32174475497.5,2348275.0,285250.0,NIFTY,OPTIDX,PE,23000.0
2024-10-29,2024-11-28,60.95,85.75,51.15,52.8,53.15,52.8,2079475,25,47966433776.25,2063025.0,279875.0,NIFTY,OPTIDX,PE,23000.0
2024-11-28,2024-11-28,305.4,359.6,0.1,0.85,0.1,23914.15,612150375,25,14719815075902.5,7818600.0,5261975.0,NIFTY,OPTIDX,CE,24000.0
2024-11-27,2024-11-28,245.0,394.0,195.1,309.05,321.5,309.05,19087425,25,463208328986.25,2556625.0,-609425.0,NIFTY,OPTIDX,CE,24000.0
2024-11-26,2024-11-28,354.95,374.4,203.5,257.9,244.25,257.9,18500925,25,448862125877.5,3166050.0,-276075.0,NIFTY,OPTIDX,CE,24000.0
2024-11-25,2024-11-28,299.0,410.95,232.65,313.45,341.75,313.45,21621100,25,526044237342.5,3442125.0,-2036075.0,NIFTY,OPTIDX,CE,24000.0
2024-11-22,2024-11-28,15.2,184.85,15.0,141.45,140.25,141.45,112238700,25,2703281538761.25,5478200.0,-816125.0,NIFTY,OPTIDX,CE,24000.0
2024-11-21,2024-11-28,40.0,43.0,13.25,14.1,14.15,14.1,19191175,25,460913611606.25,6294325.0,1629525.0,NIFTY,OPTIDX,CE,24000.0
2024-11-19,2024-11-28,50.0,109.95,36.0,42.5,38.0,42.5,17838325,25,429412299875.0,4664800.0,627050.0,NIFTY,OPTIDX,CE,24000.0
2024-11-18,2024-11-28,80.6,81.45,35.5,42.25,40.05,42.25,11918950,25,286639522543.75,4037750.0,286525.0,NIFTY,OPTIDX,CE,24000.0
2024-11-14,2024-11-28,110.0,132.1,61.8,69.6,76.8,69.6,9127500,25,219835293358.75,3751225.0,1144600.0,NIFTY,OPTIDX,CE,24000.0
2024-11-13,2024-11-28,200.0,224.4,102.0,113.8,125.1,113.8,8362400,25,201936789826.25,2606625.0,207975.0,NIFTY,OPTIDX,CE,24000.0
2024-11-12,2024-11-28,388.0,448.0,215.0,234.5,218.9,234.5,4249350,25,103275147861.25,2398650.0,469125.0,NIFTY,OPTIDX,CE,24000.0
2024-11-11,2024-11-28,410.35,548.0,332.05,394.5,390.9,394.5,3039800,25,74238636736.25,1929525.0,91575.0,NIFTY,OPTIDX,CE,24000.0
2024-11-08,2024-11-28,479.95,555.0,394.05,421.5,410.35,421.5,1837825,25,44923605687.5,1837950.0,33250.0,NIFTY,OPTIDX,CE,24000.0
2024-11-07,2024-11-28,700.05,702.25,482.0,496.15,483.0,496.15,1946150,25,47744707167.5,1804700.0,144025.0,NIFTY,OPTIDX,CE,24000.0
2024-11-06,2024-11-28,540.0,781.95,530.0,713.85,718.2,713.85,2106950,25,51924167203.75,1660675.0,-365650.0,NIFTY,OPTIDX,CE,24000.0
2024-11-05,2024-11-28,440.0,565.0,376.5,543.35,535.05,543.35,4293850,25,105028655720.0,2026325.0,403875.0,NIFTY,OPTIDX,CE,24000.0
2024-11-04,2024-11-28,640.0,640.0,363.45,455.3,446.9,455.3,4727800,25,115470845866.25,1622450.0,621975.0,NIFTY,OPTIDX,CE,24000.0
2024-11-01,2024-11-28,640.0,649.5,600.0,632.85,628.2,632.85,165100,25,4067744648.75,1000475.0,34150.0,NIFTY,OPTIDX,CE,24000.0
2024-10-31,2024-11-28,717.15,717.15,604.0,636.2,650.0,636.2,748800,25,18451486922.5,966325.0,123400.0,NIFTY,OPTIDX,CE,24000.0
2024-10-30,2024-11-28,762.95,839.9,694.25,727.15,728.3,727.15,454950,25,11261251676.25,842925.0,76100.0,NIFTY,OPTIDX,CE,24000.0
2024-10-29,2024-11-28,699.05,803.0,586.95,789.6,794.2,789.6,808325,25,19940378121.25,766825.0,73000.0,NIFTY,OPTIDX,CE,24000.0
2024-11-28,2024-11-28,4.9,194.0,2.9,101.55,86.05,23914.15,730274750,25,17566897127551.2,5762725.0,-3783250.0,NIFTY,OPTIDX,PE,24000.0
2024-11-27,2024-11-28,34.75,43.2,7.1,9.0,7.5,9.0,108883100,25,2615184310107.5,9545975.0,3060225.0,NIFTY,OPTIDX,PE,24000.0
2024-11-26,2024-11-28,49.0,72.6,29.0,39.65,39.1,39.65,95392275,25,2294193268977.5,6485750.0,951825.0,NIFTY,OPTIDX,PE,24000.0
2024-11-25,2024-11-28,80.05,113.85,40.3,58.7,49.2,58.7,104160950,25,2507020533053.75,5533925.0,2535475.0,NIFTY,OPTIDX,PE,24000.0
2024-11-22,2024-11-28,606.0,629.1,223.2,255.2,233.0,255.2,15625275,25,379653856281.25,2998450.0,945250.0,NIFTY,OPTIDX,PE,24000.0
2024-11-21,2024-11-28,540.0,733.4,540.0,661.6,661.45,661.6,1659325,25,40916725435.0,2053200.0,-79450.0,NIFTY,OPTIDX,PE,24000.0
2024-11-19,2024-11-28,497.95,551.65,262.8,509.0,539.2,509.0,4823100,25,117461231522.5,2132650.0,79400.0,NIFTY,OPTIDX,PE,24000.0
2024-11-18,2024-11-28,445.25,643.0,427.45,524.85,524.0,524.85,2017875,25,49504714480.0,2053250.0,-258900.0,NIFTY,OPTIDX,PE,24000.0
2024-11-14,2024-11-28,450.05,503.75,373.1,463.1,445.25,463.1,3219350,25,78703850838.75,2312150.0,-657775.0,NIFTY,OPTIDX,PE,24000.0
2024-11-13,2024-11-28,214.45,491.35,214.45,456.5,423.15,456.5,5850700,25,142644521596.25,2969925.0,-684000.0,NIFTY,OPTIDX,PE,24000.0
2024-11-12,2024-11-28,172.0,293.25,130.5,270.1,290.0,270.1,6577725,25,159274223796.25,3653925.0,-223200.0,NIFTY,OPTIDX,PE,24000.0
2024-11-11,2024-11-28,240.0,247.3,115.5,166.15,166.5,166.15,5563525,25,134441427648.75,3877125.0,58575.0,NIFTY,OPTIDX,PE,24000.0
2024-11-08,2024-11-28,189.7,252.0,166.65,198.2,208.0,198.2,5060950,25,122480682398.75,3818550.0,330800.0,NIFTY,OPTIDX,PE,24000.0
2024-11-07,2024-11-28,131.0,205.0,124.95,196.35,205.0,196.35,4890425,25,118260066478.75,3487750.0,13725.0,NIFTY,OPTIDX,PE,24000.0
2024-11-06,2024-11-28,240.0,240.0,115.5,131.05,129.0,131.05,5927325,25,143175327245.0,3474025.0,-277950.0,NIFTY,OPTIDX,PE,24000.0
2024-11-05,2024-11-28,359.0,395.0,235.0,245.5,240.0,245.5,6286875,25,152871490746.25,3751975.0,83950.0,NIFTY,OPTIDX,PE,24000.0
2024-11-04,2024-11-28,248.05,469.0,247.7,339.35,343.95,339.35,6333725,25,154413961546.25,3668025.0,-7200.0,NIFTY,OPTIDX,PE,24000.0
2024-11-01,2024-11-28,240.0,287.8,240.0,255.15,253.55,255.15,905450,25,21960834800.0,3675225.0,427850.0,NIFTY,OPTIDX,PE,24000.0
2024-10-31,2024-11-28,236.0,290.0,233.0,251.9,248.0,251.9,2543175,25,61711961711.25,3247375.0,468800.0,NIFTY,OPTIDX,PE,24000.0
2024-10-30,2024-11-28,180.45,245.05,180.45,229.85,230.0,229.85,2252400,25,54542075891.25,2778575.0,252525.0,NIFTY,OPTIDX,PE,24000.0
2024-10-29,2024-11-28,210.0,289.4,183.25,189.9,190.0,189.9,3043700,25,73758640997.5,2526050.0,19300.0,NIFTY,OPTIDX,PE,24000.0
2024-12-26,2024-12-26,23806.4,23869.0,23633.3,23748.7,23748.75,23750.2,5398150,25,128255464382.5,3477450.0,-2244325.0,NIFTY,FUTIDX,,
2024-12-24,2024-12-26,23765.95,23879.85,23716.0,23770.6,23772.15,23770.6,6188850,25,147318212156.25,5721775.0,-3496150.0,NIFTY,FUTIDX,,
2024-12-23,2024-12-26,23725.05,23901.8,23664.1,23769.75,23768.0,23769.75,5785575,25,137597938720.0,9217925.0,-1281225.0,NIFTY,FUTIDX,,
2024-12-20,2024-12-26,23994.0,24097.95,23575.0,23625.65,23641.7,23625.65,7737600,25,184416302117.5,10499150.0,-236050.0,NIFTY,FUTIDX,,
2024-12-19,2024-12-26,24100.0,24100.0,23920.6,24018.8,24021.5,24018.8,4826575,25,115815807583.75,10735200.0,-213075.0,NIFTY,FUTIDX,,
2024-12-18,2024-12-26,24369.85,24463.3,24216.25,24257.35,24268.0,24257.35,5562100,25,135210036467.5,10948275.0,-117250.0,NIFTY,FUTIDX,,
2024-12-17,2024-12-26,24669.65,24695.0,24380.0,24417.65,24401.0,24417.65,7943650,25,194586939523.75,11065525.0,188400.0,NIFTY,FUTIDX,,
2024-12-16,2024-12-26,24800.0,24833.0,24660.15,24738.5,24720.15,24738.5,4606750,25,113973225677.5,10877125.0,20750.0,NIFTY,FUTIDX,,
2024-12-13,2024-12-26,24593.9,24869.0,24231.0,24830.75,24860.0,24830.75,11919450,25,292697278171.25,10856375.0,-259250.0,NIFTY,FUTIDX,,
2024-12-12,2024-12-26,24721.95,24797.9,24628.0,24648.55,24647.0,24648.55,3541625,25,87390168903.75,11115625.0,-32600.0,NIFTY,FUTIDX,,
2024-12-11,2024-12-26,24679.9,24798.8,24666.35,24734.9,24738.0,24734.9,3922400,25,97043070318.75,11148225.0,-83575.0,NIFTY,FUTIDX,,
2024-12-10,2024-12-26,24709.0,24769.0,24595.25,24682.6,24684.0,24682.6,4028000,25,99392643586.25,11231800.0,-48975.0,NIFTY,FUTIDX,,
2024-12-09,2024-12-26,24763.95,24780.0,24651.7,24694.6,24698.6,24694.6,3590100,25,88730020482.5,11280775.0,-77100.0,NIFTY,FUTIDX,,
2024-12-06,2024-12-26,24760.0,24844.9,24700.0,24783.25,24775.0,24783.25,4387775,25,108747441128.75,11357875.0,183475.0,NIFTY,FUTIDX,,
2024-12-05,2024-12-26,24597.0,24930.0,24396.0,24764.35,24775.35,24764.35,12468000,25,307886676502.5,11174400.0,-376650.0,NIFTY,FUTIDX,,
2024-12-04,2024-12-26,24549.85,24660.0,24440.0,24561.7,24563.0,24561.7,5935375,25,145821192292.5,11551050.0,-84225.0,NIFTY,FUTIDX,,
2024-12-03,2024-12-26,24451.05,24590.0,24390.0,24547.0,24534.0,24547.0,5112075,25,125350190691.25,11635275.0,-155225.0,NIFTY,FUTIDX,,
2024-12-02,2024-12-26,24300.0,24474.9,24168.0,24428.5,24429.0,24428.5,5743350,25,139751431891.25,11790500.0,423750.0,NIFTY,FUTIDX,,
2024-11-29,2024-12-26,24139.85,24367.95,24112.0,24304.15,24318.25,24304.15,6582400,25,159632746147.5,11366750.0,-418925.0,NIFTY,FUTIDX,,
2024-11-28,2024-12-26,24460.25,24510.0,24056.05,24115.25,24144.45,24115.25,11996925,25,290692845188.75,11785675.0,4772375.0,NIFTY,FUTIDX,,
2024-11-27,2024-12-26,24349.9,24524.0,24297.85,24437.55,24445.55,24437.55,4657625,25,113714621961.25,7013300.0,2742150.0,NIFTY,FUTIDX,,
2024-11-26,2024-12-26,24406.0,24480.05,24275.0,24356.9,24350.3,24356.9,3101400,25,75549557901.25,4271150.0,1032950.0,NIFTY,FUTIDX,,
2024-12-26,2024-12-26,3831.0,3880.0,3639.0,3751.3,3751.0,23750.2,167975,25,3991178667.5,127350.0,-111725.0,NIFTY,OPTIDX,CE,20000.0
2024-12-24,2024-12-26,3773.95,3889.1,3736.7,3775.0,3775.0,3775.0,104075,25,2478851441.25,239075.0,-52725.0,NIFTY,OPTIDX,CE,20000.0
2024-12-23,2024-12-26,3780.0,3906.0,3674.15,3772.85,3770.2,3772.85,19075,25,453872536.25,291800.0,-1175.0,NIFTY,OPTIDX,CE,20000.0
2024-12-20,2024-12-26,3956.0,4090.0,3606.25,3634.85,3648.6,3634.85,31925,25,759624482.5,292975.0,-175.0,NIFTY,OPTIDX,CE,20000.0
2024-12-19,2024-12-26,3950.0,4043.6,3930.0,4020.65,4016.35,4020.65,11275,25,270690778.75,293150.0,-2550.0,NIFTY,OPTIDX,CE,20000.0
2024-12-18,2024-12-26,4363.0,4459.95,4218.65,4255.9,4257.95,4255.9,20175,25,490139471.25,295700.0,-1250.0,NIFTY,OPTIDX,CE,20000.0
2024-12-17,2024-12-26,4632.5,4632.5,4380.0,4420.0,4402.0,4420.0,13475,25,329757367.5,296950.0,-150.0,NIFTY,OPTIDX,CE,20000.0
2024-12-16,2024-12-26,4770.0,4799.0,4660.75,4733.35,4719.0,4733.35,35825,25,885602596.25,297100.0,-1575.0,NIFTY,OPTIDX,CE,20000.0
2024-12-13,2024-12-26,4543.2,4861.15,4220.0,4827.65,4861.15,4827.65,12475,25,306450742.5,298675.0,-2100.0,NIFTY,OPTIDX,CE,20000.0
2024-12-12,2024-12-26,4741.0,4741.0,4625.05,4640.25,4637.7,4640.25,4475,25,110308652.5,300775.0,-425.0,NIFTY,OPTIDX,CE,20000.0
2024-12-11,2024-12-26,4673.95,4782.8,4673.95,4729.3,4734.75,4729.3,14125,25,349458388.75,301200.0,-750.0,NIFTY,OPTIDX,CE,20000.0
2024-12-10,2024-12-26,4657.0,4745.0,4593.6,4672.6,4676.1,4672.6,12325,25,303862448.75,301950.0,-2175.0,NIFTY,OPTIDX,CE,20000.0
2024-12-09,2024-12-26,4701.75,4757.0,4645.0,4675.8,4670.05,4675.8,10400,25,256895591.25,304125.0,50.0,NIFTY,OPTIDX,CE,20000.0
2024-12-06,2024-12-26,4789.5,4810.0,4738.85,4767.25,4750.75,4767.25,10625,25,263345090.0,304075.0,-3050.0,NIFTY,OPTIDX,CE,20000.0
2024-12-05,2024-12-26,4591.25,4907.9,4422.0,4726.75,4761.65,4726.75,12900,25,318818628.75,307125.0,475.0,NIFTY,OPTIDX,CE,20000.0
2024-12-04,2024-12-26,4568.3,4633.15,4439.05,4530.05,4541.95,4530.05,9275,25,227837851.25,306650.0,1325.0,NIFTY,OPTIDX,CE,20000.0
2024-12-03,2024-12-26,4410.0,4562.0,4375.0,4525.0,4503.95,4525.0,4200,25,102924360.0,305325.0,-25.0,NIFTY,OPTIDX,CE,20000.0
2024-12-02,2024-12-26,4250.0,4450.0,4150.0,4412.75,4407.55,4412.75,10800,25,262833351.25,305350.0,100.0,NIFTY,OPTIDX,CE,20000.0
2024-11-29,2024-12-26,4110.0,4321.9,4082.1,4271.4,4275.1,4271.4,14950,25,361855101.25,305250.0,2075.0,NIFTY,OPTIDX,CE,20000.0
2024-11-28,2024-12-26,4414.9,4477.2,4030.1,4100.7,4100.8,4100.7,25000,25,605591710.0,303175.0,1250.0,NIFTY,OPTIDX,CE,20000.0
2024-11-27,2024-12-26,4291.45,4476.5,4267.8,4405.05,4412.0,4405.05,10300,25,250603962.5,301925.0,0.0,NIFTY,OPTIDX,CE,20000.0
2024-11-26,2024-12-26,4409.5,4418.25,4250.0,4321.05,4310.0,4321.05,13350,25,324381118.75,301925.0,1875.0,NIFTY,OPTIDX,CE,20000.0
2024-12-26,2024-12-26,0.25,0.4,0.05,0.1,0.05,23750.2,22695075,25,453906893160.0,3379950.0,-2827625.0,NIFTY,OPTIDX,PE,20000.0
2024-12-24,2024-12-26,0.4,0.75,0.2,0.25,0.25,0.25,14963225,25,299271188741.25,6207575.0,2622400.0,NIFTY,OPTIDX,PE,20000.0
2024-12-23,2024-12-26,0.5,1.85,0.4,0.5,0.45,0.5,23260525,25,465228760540.0,3585175.0,-584875.0,NIFTY,OPTIDX,PE,20000.0
2024-12-20,2024-12-26,1.5,1.55,0.4,0.5,0.4,0.5,21189550,25,423804178936.25,4170050.0,2419150.0,NIFTY,OPTIDX,PE,20000.0
2024-12-19,2024-12-26,2.0,3.5,0.85,1.05,0.9,1.05,1578250,25,31567630998.75,1750900.0,188925.0,NIFTY,OPTIDX,PE,20000.0
