DATE,EXPIRY,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,OPTION TYPE,STRIKE PRICE
2024-07-31,2024-08-29,3902.65,3995.0,3889.7,3970.05,3989.35,3970.05,11750,25,293304313.75,531050.0,3850.0,NIFTY,OPTIDX,CE,21000.0
2024-07-30,2024-08-29,3863.8,3975.75,3856.85,3888.85,3882.95,3888.85,6000,25,149468466.25,527200.0,1625.0,NIFTY,OPTIDX,CE,21000.0
2024-08-29,2024-08-29,0.1,0.2,0.05,0.1,0.05,25151.95,2242100,25,47084386978.75,1694650.0,-218200.0,NIFTY,OPTIDX,PE,21000.0
2024-08-28,2024-08-29,0.4,0.7,0.15,0.25,0.15,0.25,1412400,25,29660937967.5,1912850.0,-248950.0,NIFTY,OPTIDX,PE,21000.0
2024-08-27,2024-08-29,0.7,1.05,0.55,0.65,0.55,0.65,1137925,25,23897223723.75,2161800.0,-81775.0,NIFTY,OPTIDX,PE,21000.0
2024-08-26,2024-08-29,1.4,1.5,0.75,1.2,1.15,1.2,2066200,25,43392311570.0,2243575.0,234775.0,NIFTY,OPTIDX,PE,21000.0
2024-08-23,2024-08-29,0.95,1.8,0.8,1.5,1.4,1.5,2621550,25,55055837513.75,2008800.0,-419550.0,NIFTY,OPTIDX,PE,21000.0
2024-08-22,2024-08-29,1.35,1.6,1.0,1.15,1.0,1.15,2139500,25,44932207940.0,2428350.0,616900.0,NIFTY,OPTIDX,PE,21000.0
2024-08-21,2024-08-29,1.9,1.9,1.25,1.35,1.4,1.35,670400,25,14079431572.5,1811450.0,-35900.0,NIFTY,OPTIDX,PE,21000.0
2024-08-20,2024-08-29,2.1,2.65,1.85,2.05,1.9,2.05,399000,25,8379931168.75,1847350.0,-1950.0,NIFTY,OPTIDX,PE,21000.0
2024-08-19,2024-08-29,2.8,3.2,2.45,2.75,2.65,2.75,477825,25,10035638081.25,1849300.0,-35100.0,NIFTY,OPTIDX,PE,21000.0
2024-08-16,2024-08-29,4.0,4.0,2.65,3.65,3.65,3.65,870975,25,18293249251.25,1884400.0,-46250.0,NIFTY,OPTIDX,PE,21000.0
2024-08-14,2024-08-29,4.75,5.05,3.4,3.75,4.1,3.75,705875,25,14826246743.75,1930650.0,14125.0,NIFTY,OPTIDX,PE,21000.0
2024-08-13,2024-08-29,5.8,5.95,4.75,5.05,4.75,5.05,438175,25,9203928511.25,1916525.0,73325.0,NIFTY,OPTIDX,PE,21000.0
2024-08-12,2024-08-29,8.5,8.65,4.7,6.35,6.2,6.35,493375,25,10364244946.25,1843200.0,28000.0,NIFTY,OPTIDX,PE,21000.0
2024-08-09,2024-08-29,9.45,9.45,6.1,6.65,6.45,6.65,955150,25,20065546600.0,1815200.0,-77450.0,NIFTY,OPTIDX,PE,21000.0
2024-08-08,2024-08-29,10.25,11.8,9.55,10.6,10.6,10.6,863125,25,18134651590.0,1892650.0,29325.0,NIFTY,OPTIDX,PE,21000.0
2024-08-07,2024-08-29,21.0,22.2,9.7,10.35,10.2,10.35,1140375,25,23961873501.25,1863325.0,16400.0,NIFTY,OPTIDX,PE,21000.0
2024-08-06,2024-08-29,23.0,24.95,12.45,22.45,22.45,22.45,1503575,25,31602905088.75,1846925.0,91150.0,NIFTY,OPTIDX,PE,21000.0
2024-08-05,2024-08-29,8.25,71.0,8.25,37.3,31.5,37.3,3564175,25,74976570247.5,1755775.0,111975.0,NIFTY,OPTIDX,PE,21000.0
2024-08-02,2024-08-29,5.8,7.5,5.35,6.9,7.35,6.9,477450,25,10029622690.0,1643800.0,1450.0,NIFTY,OPTIDX,PE,21000.0
2024-08-01,2024-08-29,6.4,6.8,5.25,5.6,5.3,5.6,659300,25,13849355115.0,1642350.0,187825.0,NIFTY,OPTIDX,PE,21000.0
2024-07-31,2024-08-29,5.8,6.65,5.7,6.35,6.1,6.35,528800,25,11108136903.75,1454525.0,123225.0,NIFTY,OPTIDX,PE,21000.0
2024-07-30,2024-08-29,5.35,6.35,5.25,5.95,5.75,5.95,228475,25,4799305615.0,1331300.0,54550.0,NIFTY,OPTIDX,PE,21000.0
2024-08-29,2024-08-29,3034.25,3205.8,2990.6,3165.25,3157.35,25151.95,143400,25,3600459368.75,356750.0,-5075.0,NIFTY,OPTIDX,CE,22000.0
2024-08-28,2024-08-29,3000.0,3150.0,2987.5,3049.55,3057.35,3049.55,101600,25,2548823117.5,361825.0,-26850.0,NIFTY,OPTIDX,CE,22000.0
2024-08-27,2024-08-29,3035.4,3089.5,2990.0,3020.95,3012.0,3020.95,75150,25,1881925382.5,388675.0,-11125.0,NIFTY,OPTIDX,CE,22000.0
2024-08-26,2024-08-29,2900.0,3092.55,2900.0,3046.1,3049.0,3046.1,50450,25,1263111597.5,399800.0,-21000.0,NIFTY,OPTIDX,CE,22000.0
2024-08-23,2024-08-29,2841.3,2884.55,2795.6,2857.15,2864.9,2857.15,20575,25,511326122.5,420800.0,-2525.0,NIFTY,OPTIDX,CE,22000.0
